"ensembl_gene_id"	"hgnc_symbol"	"chromosome_name"	"start_position"	"end_position"	"strand"	"gene_biotype"	"401_Inp"	"567_Elu"	"401_Sup"	"401_Elu"	"624_Elu"
"ENSG00000074370"	"ATP2A3"	"17"	3827169	3867736	-1	"protein_coding"	30.5047831029705	35.4541140393879	59.1086532865782	34.0739993939232	50.2743952425915
"ENSG00000074410"	"CA12"	"15"	63613577	63674360	-1	"protein_coding"	93.2147689406024	106.761686877561	77.4187234603781	103.15776062033	96.681529312676
"ENSG00000074416"	"MGLL"	"3"	127407909	127542051	-1	"protein_coding"	26.181815986881	13.222548386968	19.7764428850983	16.3960635702464	20.303121155662
"ENSG00000074527"	"NTN4"	"12"	96051583	96184930	-1	"protein_coding"	39.6618698698132	34.3286482604476	39.3322104014798	27.2039632757053	30.9380893800563
"ENSG00000074582"	"BCS1L"	"2"	219523487	219528166	1	"protein_coding"	422.266236196374	424.362346959613	902.837256421058	398.095065041731	382.858856078197
"ENSG00000074590"	"NUAK1"	"12"	106457118	106533811	-1	"protein_coding"	132.181828045282	124.635555411343	97.8180150167672	139.662993474843	177.894013935324
"ENSG00000074603"	"DPP8"	"15"	65734801	65810042	-1	"protein_coding"	410.415980433694	513.42845553387	325.700853030041	463.391979020927	441.834588958929
"ENSG00000074621"	"SLC24A1"	"15"	65903704	65953333	1	"protein_coding"	358.096007317036	269.429064146317	281.385853258235	342.596826438084	202.064396263493
"ENSG00000074657"	"ZNF532"	"18"	56529832	56653712	1	"protein_coding"	270.092940939691	292.925941542255	99.9072363993564	289.662332341296	269.741466782366
"ENSG00000074695"	"LMAN1"	"18"	56995055	57027194	-1	"protein_coding"	1192.79203473107	1412.86929997489	595.200012430066	1301.49129181163	1607.8138324698
"ENSG00000074696"	"PTPLAD1"	"15"	65822756	65870687	1	"protein_coding"	2434.00491028315	2569.98380431474	881.296408157841	2283.58983372876	2826.00110180952
"ENSG00000074755"	"ZZEF1"	"17"	3907739	4046314	-1	"protein_coding"	727.414244442698	822.871163234185	982.877300968387	716.434793113357	668.069367550591
"ENSG00000074800"	"ENO1"	"1"	8921061	8939308	-1	"protein_coding"	3664.71971099328	3506.10703730116	6277.03795365293	3598.46336957365	3403.18983180619
"ENSG00000074842"	"C19orf10"	"19"	4641386	4670382	-1	"protein_coding"	273.376906783683	208.376598184163	569.960252002348	258.410032999484	220.433886832901
"ENSG00000074855"	"ANO8"	"19"	17434032	17445638	-1	"protein_coding"	50.9637439919307	57.1037246693879	92.7960482115813	64.5306731744235	44.473503483831
"ENSG00000074964"	"ARHGEF10L"	"1"	17866330	18024369	1	"protein_coding"	103.143717735223	121.67243393294	266.410701809606	118.036034959302	106.349682243944
"ENSG00000075043"	"KCNQ2"	"20"	62037542	62103993	-1	"protein_coding"	100.2103721494	87.4302852707659	300.214631467572	79.22120022769	96.681529312676
"ENSG00000075089"	"ACTR6"	"12"	100592900	100635643	1	"protein_coding"	265.970328256841	225.278778002602	155.369546625118	257.485429665546	250.405160919831
"ENSG00000075131"	"TIPIN"	"15"	66628544	66679084	-1	"protein_coding"	468.652733330306	443.395805505689	223.211472978593	477.419391559153	397.361085475098
"ENSG00000075142"	"SRI"	"7"	87834433	87856308	-1	"protein_coding"	423.85621215988	518.247483843301	430.097956530221	422.834597184819	465.038155993972
"ENSG00000075151"	"EIF4G3"	"1"	21132963	21503377	-1	"protein_coding"	1339.6367540051	1673.27973578928	994.361821524023	1487.74172090284	1177.58102702839
"ENSG00000075188"	"NUP37"	"12"	102467967	102513902	-1	"protein_coding"	272.070766267266	317.321939154282	392.050620906182	269.512619195867	332.584460835605
"ENSG00000075213"	"SEMA3A"	"7"	83585093	84122040	-1	"protein_coding"	62.2489219112781	94.5108272059364	60.1078894944085	54.9420632938267	90.8806375539154
"ENSG00000075218"	"GTSE1"	"22"	46692638	46726707	1	"protein_coding"	318.327530479397	259.655481595423	242.637314093186	304.923727082654	292.945033817408
"ENSG00000075223"	"SEMA3C"	"7"	80371854	80551675	-1	"protein_coding"	345.444333821397	371.23187674987	222.679373274231	361.733502338114	550.117901789126
"ENSG00000075234"	"TTC38"	"22"	46663858	46689905	1	"protein_coding"	135.415705280964	146.19337540914	212.88190079861	139.814009814873	116.017835175211
"ENSG00000075239"	"ACAT1"	"11"	107992243	108018503	1	"protein_coding"	933.283031194383	774.267069307083	850.684079154432	852.089994383255	990.018860161802
"ENSG00000075240"	"GRAMD4"	"22"	46971909	47075688	1	"protein_coding"	202.265000004216	214.307161173514	412.852085765145	254.376389311646	193.363058625352
"ENSG00000075275"	"CELSR1"	"22"	46756731	46933067	-1	"protein_coding"	293.224537921359	229.63647512124	542.6704476269	264.027581620811	211.73254919476
"ENSG00000075292"	"ZNF638"	"2"	71503691	71662199	1	"protein_coding"	1505.59706454578	1708.78719619497	898.672205324705	1550.97201653007	1487.92873612208
"ENSG00000075303"	"SLC25A40"	"7"	87462883	87505672	-1	"protein_coding"	138.027986313798	179.719014118246	78.0415721316689	145.026399466409	185.628536280338
"ENSG00000075336"	"TIMM21"	"18"	71815746	71826197	1	"protein_coding"	302.799029757452	290.333331623825	125.017070425286	311.381258041946	282.310065593014
"ENSG00000075340"	"ADD2"	"2"	70834750	70995357	-1	"protein_coding"	293.769082861563	256.528971986948	309.700679607547	292.126763473914	252.338791506084
"ENSG00000075391"	"RASAL2"	"1"	178062864	178448644	1	"protein_coding"	336.29367680576	335.93153977408	252.123362233161	293.887536230327	327.750384369972
"ENSG00000075399"	"VPS9D1"	"16"	89773542	89787394	-1	"protein_coding"	30.4880869002005	40.172711651525	88.8640665811542	33.5804065126704	24.170382328169
"ENSG00000075407"	"ZNF37A"	"10"	38383264	38414472	1	"protein_coding"	310.616583602337	451.884854180115	176.63814798755	377.403868964751	453.43637247645
"ENSG00000075413"	"MARK3"	"14"	103851729	103970168	1	"protein_coding"	926.604655838215	1061.78144544963	527.137410707875	931.344392282973	1005.48790485183
"ENSG00000075415"	"SLC25A3"	"12"	98987369	98995946	1	"protein_coding"	1482.93679794203	1124.89262164017	2992.18073593506	1342.4685249958	1552.70536076158
"ENSG00000075420"	"FNDC3B"	"3"	171757418	172119455	1	"protein_coding"	638.585390728907	655.798033514417	494.95556592903	660.704450447352	799.556247415831
"ENSG00000075426"	"FOSL2"	"2"	28615315	28640179	1	"protein_coding"	116.774037443085	119.431113441534	140.082970840844	125.219262862203	114.084204588958
"ENSG00000075539"	"FRYL"	"4"	48499378	48782339	-1	"protein_coding"	320.284822903844	377.210495071596	234.877491468086	311.742339876927	316.14860085245
"ENSG00000075568"	"TMEM131"	"2"	98372799	98612388	-1	"protein_coding"	816.535956405632	1148.52405396675	496.136300070717	955.774545556867	1027.72465659375
"ENSG00000075618"	"FSCN1"	"7"	5632439	5646286	1	"protein_coding"	353.449382597111	246.081643781432	790.952577196563	402.559719182253	387.692932543831
"ENSG00000075624"	"ACTB"	"7"	5566782	5603415	-1	"protein_coding"	15434.6127198744	15541.9746045808	25570.8575798462	13819.4255967726	16914.4335532527
"ENSG00000075643"	"MOCOS"	"18"	33767482	33852120	1	"protein_coding"	155.63065287958	201.931357637716	214.815410013376	138.89675267007	134.38732574462
"ENSG00000075651"	"PLD1"	"3"	171318195	171528740	-1	"protein_coding"	116.346365922271	160.233835447853	61.8207233404581	106.679306133157	121.818726933972
"ENSG00000075702"	"WDR62"	"19"	36545783	36596008	1	"protein_coding"	369.274578268558	398.518427341047	930.47766256701	389.935810480948	335.484906714986
"ENSG00000075711"	"DLG1"	"3"	196769431	197026171	-1	"protein_coding"	428.746850170149	463.034761239679	185.747808590985	456.11297101743	454.403187769577
"ENSG00000075785"	"RAB7A"	"3"	128444965	128533639	1	"protein_coding"	3710.03786265358	2698.50708558884	881.568655058627	3391.55196808753	3602.35378219031
"ENSG00000075790"	"BCAP29"	"7"	107220422	107269615	1	"protein_coding"	301.33235696454	336.628827594198	152.994686672918	339.421390740127	397.361085475098
"ENSG00000075826"	"SEC31B"	"10"	102246399	102289628	-1	"protein_coding"	338.769795165588	283.175901156856	659.979266959155	318.428161983087	237.836562109183
"ENSG00000075856"	"SART3"	"12"	108916357	108955176	-1	"protein_coding"	938.07732868839	836.036045222304	928.388441184421	817.721308498407	826.62707562338
"ENSG00000075891"	"PAX2"	"10"	102495360	102589698	1	"protein_coding"	63.2712269806056	66.5889752260364	59.4200776222235	62.386780015624	44.473503483831
"ENSG00000075914"	"EXOSC7"	"3"	45016733	45077558	1	"protein_coding"	216.951017186945	179.511890688345	357.519701941172	191.481324036499	253.305606799211
"ENSG00000075945"	"KIFAP3"	"1"	169890467	170054349	-1	"protein_coding"	426.134569137315	491.711567438546	214.413236710802	429.387908244707	521.113442995324
"ENSG00000075975"	"MKRN2"	"3"	12598513	12625212	1	"protein_coding"	673.613495381206	601.166294931831	412.073524926032	670.646795973795	753.149113345746
"ENSG00000076003"	"MCM6"	"2"	136597196	136633996	-1	"protein_coding"	971.655456750549	1072.46905031702	646.665377824507	921.276881899394	982.284337816788
"ENSG00000076043"	"REXO2"	"11"	114310108	114321001	1	"protein_coding"	584.678034699589	516.756797538317	323.079531943089	578.337478920087	635.197647584281
"ENSG00000076053"	"RBM7"	"11"	114270752	114284925	1	"protein_coding"	319.679922903766	259.540148797725	116.063121989673	279.005448975867	356.754843163774
"ENSG00000076067"	"RBMS2"	"12"	56915713	56984745	1	"protein_coding"	240.900728104343	252.791674156629	116.750933861858	226.520470625523	206.898472729127
"ENSG00000076108"	"BAZ2A"	"12"	56989380	57030600	-1	"protein_coding"	2620.72077091047	2225.13503790741	3431.90905624749	2361.29677799882	1972.30319797859
"ENSG00000076201"	"PTPN23"	"3"	47422501	47454931	1	"protein_coding"	882.967846059635	828.085216270469	1736.87252771567	939.021213067127	904.939114366647
"ENSG00000076248"	"UNG"	"12"	109535379	109548797	1	"protein_coding"	882.673744160981	772.972924364141	1069.98935626863	832.79495595406	863.366056762197
"ENSG00000076258"	"FMO4"	"1"	171283347	171311223	1	"protein_coding"	32.7664438776351	15.8920468371961	19.2443431807361	26.0399096902765	10.6349682243944
"ENSG00000076321"	"KLHL20"	"1"	173684080	173755840	1	"protein_coding"	225.019014073381	249.645942415204	159.950162692871	277.594598949812	269.741466782366
"ENSG00000076351"	"SLC46A1"	"17"	26721661	26734215	-1	"protein_coding"	37.6005635283883	57.1229468023376	55.0209594883284	51.9288030405231	37.7057964319436
"ENSG00000076356"	"PLXNA2"	"1"	208195587	208417665	-1	"protein_coding"	436.330657176255	322.920434849559	837.305226818889	412.848174523566	411.863314872
"ENSG00000076382"	"SPAG5"	"17"	26904588	26926297	-1	"protein_coding"	260.374613029874	216.043415174299	340.766753445599	212.776585473599	254.272422092338
"ENSG00000076513"	"ANKRD13A"	"12"	110436991	110477568	1	"protein_coding"	456.58283388077	567.453725927157	426.633111403262	496.246688589988	645.832615808676
"ENSG00000076554"	"TPD52"	"8"	80870571	81143467	-1	"protein_coding"	284.82904673073	405.74313527334	135.216716203481	332.864546406592	309.380893800563
"ENSG00000076555"	"ACACB"	"12"	109554400	109706031	1	"protein_coding"	130.153914109397	151.797162138346	302.589491419772	140.834393249407	94.7478987264225
"ENSG00000076604"	"TRAF4"	"17"	27071002	27077974	1	"protein_coding"	861.536668709657	875.30434562381	1542.66369295857	804.891147217639	980.350707230535
"ENSG00000076641"	"PAG1"	"8"	81880045	82024303	-1	"protein_coding"	209.25033676145	280.564069105477	163.661468954581	244.021538626277	314.214970266197
"ENSG00000076650"	"GPATCH1"	"19"	33571786	33621448	1	"protein_coding"	243.105870519492	232.647651932017	153.526786377281	220.26184605656	244.60426916107
"ENSG00000076662"	"ICAM3"	"19"	10444452	10450499	-1	"protein_coding"	29.3823008170232	22.7270210765662	59.4200776222235	28.1285666096427	34.8053505525634
"ENSG00000076685"	"NT5C2"	"10"	104845940	104953056	-1	"protein_coding"	229.448588157296	296.110117549579	113.506764103616	230.498878073927	291.011403231155
"ENSG00000076706"	"MCAM"	"11"	119179241	119192231	-1	"protein_coding"	186.790424590939	203.239433679679	317.032543164039	221.809020044375	191.429428039098
"ENSG00000076716"	"GPC4"	"X"	132434131	132549518	-1	"protein_coding"	418.09996465642	345.969912153724	558.98204538504	406.574857576333	437.967327786422
"ENSG00000076770"	"MBNL3"	"X"	131503345	131623996	-1	"protein_coding"	326.04750015851	399.211395128619	143.171428431263	401.985038578674	462.137710114591
"ENSG00000076826"	"CAMSAP3"	"19"	7660788	7683190	1	"protein_coding"	97.9987999830457	114.85668182652	196.816764175222	117.233063208854	94.7478987264225
"ENSG00000076864"	"RAP1GAP"	"1"	21922708	21995801	-1	"protein_coding"	78.1845612509091	97.4686576504097	134.528904331296	101.124339940397	91.8474528470422
"ENSG00000076924"	"XAB2"	"19"	7684411	7694451	-1	"protein_coding"	343.286686963711	307.846299664108	1017.58971786726	325.158340865898	428.299174855155
"ENSG00000076928"	"ARHGEF1"	"19"	42387228	42434302	1	"protein_coding"	231.663997024009	239.751736032683	526.138174500044	238.794456596471	191.429428039098
"ENSG00000076944"	"STXBP2"	"19"	7701767	7712759	1	"protein_coding"	208.204905738146	235.509371711742	437.23493048403	205.118269983204	224.301148005408
"ENSG00000076984"	"MAP2K7"	"19"	7968728	7979363	1	"protein_coding"	265.369264957122	253.05117295145	402.185303483483	299.530936334548	271.67509736862
"ENSG00000077044"	"DGKD"	"2"	234263153	234380750	1	"protein_coding"	461.473471891039	381.948314816683	685.374739554696	451.475261969473	392.527009009465
"ENSG00000077063"	"CTTNBP2"	"7"	117350705	117514193	-1	"protein_coding"	249.473447774236	246.148921246756	223.704395248095	226.734069394121	167.259045710929
"ENSG00000077092"	"RARB"	"3"	25215823	25639423	1	"protein_coding"	194.93163603966	162.43671167336	114.038863807978	214.625792141474	152.756816314028
"ENSG00000077097"	"TOP2B"	"3"	25639475	25706398	-1	"protein_coding"	1227.11506216667	1428.15584962417	732.415201049207	1438.90726583794	1470.5260608458
"ENSG00000077147"	"TM9SF3"	"10"	98277866	98347209	-1	"protein_coding"	1463.85978518262	1804.871860273	893.053175614263	1695.90644881137	1928.79650978789
"ENSG00000077150"	"NFKB2"	"10"	104153867	104162281	1	"protein_coding"	478.992657442971	605.427881385721	696.041521836358	444.973653875371	447.63548071769
"ENSG00000077152"	"UBE2T"	"1"	202300785	202311108	-1	"protein_coding"	874.53253271226	798.595789453786	811.261119786024	795.825514974835	1023.85739542124
"ENSG00000077157"	"PPP1R12B"	"1"	202317827	202561834	1	"protein_coding"	609.113179146828	569.608546820289	565.756023471135	595.28237161102	595.558220566084
"ENSG00000077232"	"DNAJC10"	"2"	183580999	183659191	1	"protein_coding"	653.29837056597	768.292771017903	436.184122744131	757.172576046035	723.177839258816
"ENSG00000077235"	"GTF3C1"	"16"	27470876	27561234	-1	"protein_coding"	1330.2972526573	1298.00732711444	2322.80716737448	1169.69667932214	1107.97032592327
"ENSG00000077238"	"IL4R"	"16"	27324989	27376099	1	"protein_coding"	169.110706762513	192.085206587569	178.039557497954	177.531186305112	174.026752762817
"ENSG00000077254"	"USP33"	"1"	78161672	78225537	-1	"protein_coding"	714.952658928735	843.813874977593	428.982185589428	766.37071933511	774.419049794535
"ENSG00000077264"	"PAK3"	"X"	110187513	110470589	1	"protein_coding"	30.0771115821567	59.6867235213425	30.5989373345837	27.0050568853772	33.8385352594366
"ENSG00000077312"	"SNRPA"	"19"	41256542	41271294	1	"protein_coding"	908.832434193886	904.081582519971	1414.89537504455	929.388246409879	871.100579107211
"ENSG00000077348"	"EXOSC5"	"19"	41892279	41903384	-1	"protein_coding"	339.247555294711	247.673731785094	731.000399869977	317.168328297061	341.285798473746
"ENSG00000077380"	"DYNC1I2"	"2"	172543919	172604930	1	"protein_coding"	898.676168311691	972.672572576926	650.908783790579	880.472703622659	867.233317934704
"ENSG00000077454"	"LRCH4"	"7"	100169855	100183776	-1	"protein_coding"	362.69638012901	374.035930130746	633.844410959361	353.014259552021	358.688473750028
"ENSG00000077458"	"FAM76B"	"11"	95502106	95523573	-1	"protein_coding"	465.481804205345	562.792794713869	177.014535524089	516.381709357148	618.761787601126
"ENSG00000077463"	"SIRT6"	"19"	4174106	4182601	-1	"protein_coding"	167.504034596236	168.396107862135	378.009742464489	174.558469912972	167.259045710929
"ENSG00000077514"	"POLD3"	"11"	74204896	74380162	1	"protein_coding"	639.590999595464	678.967163648826	261.297986037491	634.395705749044	722.21102396569
"ENSG00000077522"	"ACTN2"	"1"	236849754	236927931	1	"protein_coding"	284.59529989195	273.108695577788	234.90327723412	243.583181984457	236.869746816056
"ENSG00000077549"	"CAPZB"	"1"	19665267	19812066	-1	"protein_coding"	1660.82317185852	1691.81244787728	1054.54706831653	1674.04413260167	1638.75192184986
"ENSG00000077585"	"GPR137B"	"1"	236305832	236385165	1	"protein_coding"	161.654039627361	123.932976557295	109.730494641011	145.759442599153	141.155032796507
"ENSG00000077616"	"NAALAD2"	"11"	89864683	89926062	1	"protein_coding"	28.2264261255359	30.658627895452	15.5330369190259	31.0055029011864	28.037643500676
"ENSG00000077684"	"JADE1"	"4"	129730779	129796379	1	"protein_coding"	580.385866938193	550.835558070419	615.132167482987	603.239186507828	679.671151068112
"ENSG00000077713"	"SLC25A43"	"X"	118533023	118588441	1	"protein_coding"	45.5516869954338	54.4630594185843	28.8211402876399	38.5938897738786	41.5730576044507
"ENSG00000077721"	"UBE2A"	"X"	118708501	118718381	1	"protein_coding"	1608.73051582944	1772.84122790142	637.802178355822	1600.5433276432	1932.66377096039
"ENSG00000077782"	"FGFR1"	"8"	38268656	38326352	-1	"protein_coding"	549.680729401982	434.010985646334	936.589614546955	635.696083296233	578.155545289802
"ENSG00000077809"	"GTF2I"	"7"	74071994	74175026	1	"protein_coding"	439.120166688353	395.103585738327	381.941724094916	415.942522499196	378.99159490569
"ENSG00000077935"	"SMC1B"	"22"	45739944	45809500	-1	"protein_coding"	35.9836249105473	42.7557105034796	39.7085979380194	38.3065494720889	19.3363058625352
"ENSG00000077942"	"FBLN1"	"22"	45898118	45997015	1	"protein_coding"	595.889998056651	505.414669149256	1024.51940812117	515.044600864284	569.454207651662
"ENSG00000077943"	"ITGA8"	"10"	15555948	15762124	-1	"protein_coding"	44.4459009122565	50.2303061641185	33.6873949250031	54.8941732435284	67.6770705188732
"ENSG00000078018"	"MAP2"	"2"	210288782	210598842	1	"protein_coding"	40.7676559529905	53.8907154626393	39.4879225693025	43.3605765944603	50.2743952425915
"ENSG00000078043"	"PIAS2"	"18"	44388353	44500123	-1	"protein_coding"	307.860466495779	321.516248142848	212.259052127319	372.445621942976	365.456180801915
"ENSG00000078053"	"AMPH"	"7"	38423305	38671167	-1	"protein_coding"	87.6087872620714	89.2871631031781	72.5524688230149	102.199959614365	105.382866950817
"ENSG00000078061"	"ARAF"	"X"	47420516	47431307	1	"protein_coding"	669.434364338841	553.470932287293	773.927381800205	682.084612522267	691.272934585633
"ENSG00000078070"	"MCCC1"	"3"	182733006	182833863	-1	"protein_coding"	129.021165371886	126.896098035698	90.5511146611694	102.19261342523	146.955924555268
"ENSG00000078081"	"LAMP3"	"3"	182840001	182881627	-1	"protein_coding"	20.886632409774	25.8727528179909	14.9101882477351	20.4922896866522	9.6681529312676
"ENSG00000078114"	"NEBL"	"10"	21068902	21463116	-1	"protein_coding"	159.46943011534	190.348952586785	70.4632474404257	176.400330391711	224.301148005408
"ENSG00000078124"	"ACER3"	"11"	76571911	76737841	1	"protein_coding"	205.388433571714	293.844283891294	86.6191330307423	215.590939336574	249.438345626704
"ENSG00000078140"	"UBE2K"	"4"	39699664	39784412	1	"protein_coding"	408.665472193693	409.186810075485	227.169240375054	412.627229565833	404.128792526986
"ENSG00000078142"	"PIK3C3"	"18"	39535171	39667794	1	"protein_coding"	286.245630915331	319.876104806812	140.926494880851	294.557996934503	346.11987493938
"ENSG00000078177"	"N4BP2"	"4"	40058446	40159872	1	"protein_coding"	397.620470864331	469.022990627879	173.458941430202	411.894186433089	522.08025828845
"ENSG00000078237"	"C12orf5"	"12"	4430371	4462338	1	"protein_coding"	494.901334128267	758.832033628134	276.545384386906	498.47901566025	602.325927617972
"ENSG00000078246"	"TULP3"	"12"	2986389	3050306	1	"protein_coding"	569.236851691852	636.904420932919	228.038550181096	561.145789788528	629.396755825521
"ENSG00000078304"	"PPP2R5C"	"14"	102228135	102394326	1	"protein_coding"	1367.04765924575	1540.06863210523	561.953968242496	1439.95703402902	1712.22988412749
"ENSG00000078319"	"PMS2P1"	"7"	99918615	99939531	-1	"pseudogene"	73.4172264112358	87.877685362538	87.8648303733239	65.0574637277046	61.8761787601126
"ENSG00000078369"	"GNB1"	"1"	1716729	1822495	-1	"protein_coding"	2132.58004950271	1939.33672263132	2377.85391262884	1980.86114348701	2090.25466374006
"ENSG00000078399"	"HOXA9"	"7"	27202054	27210117	-1	"protein_coding"	739.323611615741	632.782680443606	346.943668626437	724.911052374311	748.315036880112
"ENSG00000078403"	"MLLT10"	"10"	21823094	22032559	1	"protein_coding"	861.01141302307	787.902893552469	527.358086076591	810.365025688071	1077.03223654321
"ENSG00000078487"	"ZCWPW1"	"7"	99998449	100026615	-1	"protein_coding"	39.2675907545393	25.3869084603195	36.9315646832453	40.0047397999338	28.037643500676
"ENSG00000078549"	"ADCYAP1R1"	"7"	31092076	31151089	1	"protein_coding"	193.952989827437	192.267816850591	275.987498916509	209.078172137849	192.396243332225
"ENSG00000078618"	"NRD1"	"1"	52254863	52344477	-1	"protein_coding"	1461.18196298822	1798.60296795426	1264.19819102573	1371.02810205813	945.545356677971
"ENSG00000078668"	"VDAC3"	"8"	42249142	42263415	1	"protein_coding"	692.228200564751	696.576242353857	681.754182259914	663.901924712714	763.78408157014
"ENSG00000078674"	"PCM1"	"8"	17780349	17885478	1	"protein_coding"	943.322423657188	1111.44469869173	644.796831810634	1002.19245953944	876.901470865971
"ENSG00000078687"	"TNRC6C"	"17"	76000249	76104916	1	"protein_coding"	309.199999417736	295.758828122555	261.635196139171	305.119100199335	330.650830249352
"ENSG00000078699"	"CBFA2T2"	"20"	32077881	32237842	1	"protein_coding"	398.362777186927	542.50892652468	342.765225861259	383.868746113178	351.920766698141
"ENSG00000078747"	"ITCH"	"20"	32951041	33099198	1	"protein_coding"	789.939328400349	1157.9708602575	399.226772294852	834.824563718505	964.881662540506
"ENSG00000078795"	"PKD2L2"	"5"	137223657	137278436	1	"protein_coding"	18.7251488517293	16.3778911948676	15.2216125833805	12.4103099327072	6.76770705188732
"ENSG00000078804"	"TP53INP2"	"20"	33292094	33301243	1	"protein_coding"	88.5976999258589	86.6368867858996	88.8640665811542	117.870326241002	95.7147140195492
"ENSG00000078808"	"SDF4"	"1"	1152288	1167411	-1	"protein_coding"	617.007784254358	519.829960780488	728.664717352637	624.243574369492	583.956437048563
"ENSG00000078814"	"MYH7B"	"20"	33563206	33590240	1	"protein_coding"	32.5994818499353	31.7744826079174	88.9290297820484	50.8605295556909	21.2699364487887
"ENSG00000078900"	"TP73"	"1"	3569084	3652765	1	"protein_coding"	193.619065772037	199.492524782884	278.011757098204	219.447715201489	244.60426916107
"ENSG00000078902"	"TOLLIP"	"11"	1295601	1330884	-1	"protein_coding"	359.168400994673	345.32067966598	506.115270480195	366.109722567174	369.323441974422
"ENSG00000078967"	"UBE2D4"	"7"	43966037	43995735	1	"protein_coding"	246.400102815048	198.530447134016	112.040391392317	275.483903463041	267.807836196113
"ENSG00000079102"	"RUNX1T1"	"8"	92967203	93115514	-1	"protein_coding"	259.475611131142	296.59596190725	186.461406229205	264.267031872303	303.580002041803
"ENSG00000079134"	"THOC1"	"18"	214520	268050	-1	"protein_coding"	306.621110790442	392.005909329276	191.146162932711	309.406886516934	320.015862024958
"ENSG00000079150"	"FKBP7"	"2"	179328391	179343327	-1	"protein_coding"	144.345474960233	176.727059440419	105.77272724455	144.499608913128	191.429428039098
"ENSG00000079156"	"OSBPL6"	"2"	179059208	179264160	1	"protein_coding"	313.960904506204	356.359573960391	199.814472798713	306.01785205038	346.11987493938
"ENSG00000079215"	"SLC1A3"	"5"	36606457	36688436	1	"protein_coding"	241.783033800305	329.125398734135	78.1972842994916	253.882796430393	245.571084454197
"ENSG00000079246"	"XRCC5"	"2"	216972187	217071026	1	"protein_coding"	2499.09467396435	2808.10500807786	1210.74774488445	2461.37841629544	2941.0521216916
"ENSG00000079277"	"MKNK1"	"1"	47023090	47082515	-1	"protein_coding"	172.638685896849	169.377407643953	155.61600775987	155.587502731241	175.96038334907
"ENSG00000079308"	"TNS1"	"2"	218664512	218867718	-1	"protein_coding"	21.4144811472077	32.2987712314882	29.9760886632929	33.1420498708508	31.9049046731831
"ENSG00000079313"	"REXO1"	"19"	1815248	1848452	-1	"protein_coding"	405.041152543096	339.322839211305	627.848993712379	432.997887668995	378.024779612563
"ENSG00000079332"	"SAR1A"	"10"	71907045	71930279	-1	"protein_coding"	1658.39714210701	1403.30716088644	1134.80778823258	1441.75509701479	1778.94013935324
"ENSG00000079335"	"CDC14A"	"1"	100810584	100985833	1	"protein_coding"	135.52231224879	189.281153206693	65.9084171387079	127.746276423388	157.590892779662
"ENSG00000079337"	"RAPGEF3"	"12"	48128455	48164823	-1	"protein_coding"	28.3933881532357	24.8722309032235	48.5975831727382	23.1150833484345	14.5022293969014
"ENSG00000079385"	"CEACAM1"	"19"	43011456	43065386	-1	"protein_coding"	106.938836113879	87.7623525648399	97.8180150167672	83.4684426841256	76.378408157014
"ENSG00000079387"	"SENP1"	"12"	48436681	48500091	-1	"protein_coding"	600.5134968226	859.61510218397	224.76859465682	702.462616814564	796.65580153645
"ENSG00000079432"	"CIC"	"19"	42772689	42799949	1	"protein_coding"	632.22548687488	617.217409866554	1271.21863024657	720.472249716682	610.060449962986
"ENSG00000079435"	"LIPE"	"19"	42905659	42931578	-1	"protein_coding"	75.4952289554306	81.1195996549667	217.125306764682	78.1123828816945	72.511146984507
"ENSG00000079459"	"FDFT1"	"8"	11653082	11696818	1	"protein_coding"	1089.03439419371	901.599985366694	1471.73330901468	939.713712338708	1174.68058114901
"ENSG00000079462"	"PAFAH1B3"	"19"	42801185	42807698	-1	"protein_coding"	116.095922880721	126.078186383953	424.543890020673	124.493565918593	126.652803399606
"ENSG00000079482"	"OPHN1"	"X"	67262186	67653755	-1	"protein_coding"	189.713503725197	171.56106173651	162.260059444177	180.997495578505	175.96038334907
"ENSG00000079616"	"KIF22"	"16"	29802040	29816706	1	"protein_coding"	816.890413364161	778.590642192368	1519.42240494652	799.962284952404	1077.99905183634
"ENSG00000079739"	"PGM1"	"1"	64058947	64125916	1	"protein_coding"	546.075699005002	476.709029750965	530.446543667011	530.957951016059	509.511659477802
"ENSG00000079785"	"DDX1"	"2"	15731302	15771235	1	"protein_coding"	684.938495457299	753.084080901805	277.388908426914	684.051637858143	824.693445037126
"ENSG00000079805"	"DNM2"	"19"	10828755	10944164	1	"protein_coding"	996.434791704752	1016.05732243382	1698.9417268246	1058.00035665412	953.279879022985
"ENSG00000079974"	"RABL2B"	"22"	51205929	51222091	-1	"protein_coding"	121.280662789644	96.7425366308673	119.307291747915	99.337715701091	92.8142681401689
"ENSG00000079999"	"KEAP1"	"19"	10596796	10614417	-1	"protein_coding"	253.556238300341	206.29866582283	552.960842372024	298.024306207896	243.637453867944
"ENSG00000080166"	"DCT"	"13"	95089558	95131936	-1	"protein_coding"	37.5838673256183	29.5908285153607	27.0433432406961	36.1147662629911	30.9380893800563
"ENSG00000080189"	"SLC35C2"	"20"	44978167	44993043	-1	"protein_coding"	205.448788631588	196.423681573258	486.961676266387	218.618891968148	186.595351573465
"ENSG00000080200"	"CRYBG3"	"3"	97595819	97663810	1	"protein_coding"	125.05908496553	137.886936997735	73.3310296621283	131.573667531763	163.391784538422
