Genes	Uniprot	Protein	Tandem_Exp1_affinity	Tandem_Exp2_affinity	RNAse_Exp1_affinity	RNAse_Exp2_affinity	RT_Exp1_affinity	RT_Exp2_affinity	RT_Exp3_affinity	EN_Exp1_affinity	EN_Exp2_affinity	EN_Exp3_affinity	Exchange_0_point	Exchange_30_seconds	Exchange_5_minutes	Exchange_30_minutes	Cluster	Color
RRS1	Q15050	Ribosome biogenesis regulatory protein homolog	NA	NA	NA	NA	0.290961173033835	0.33411463882378	0.290634243922509	0.608288612949978	0.691033800902181	0.570299071845995	0.824422789921868	0.812986235786954	0.677606551034883	0.412897468413884	NA	NA
WDR43	Q15061	WD repeat-containing protein 43	NA	NA	NA	0.616640664985293	0.467739703424563	0.443953269832797	0.437177784281501	0.605195625567531	0.698386367063791	0.686579326772394	NA	0.94468414647638	0.71333562664832	0.329471086793263	NA	NA
PDIA6	Q15084	Protein disulfide-isomerase A6	NA	NA	NA	NA	0.614940315748941	0.61178617182344	0.6066089693155	0.3827579608792	0.410279999056448	0.361230525515647	NA	NA	NA	NA	NA	NA
PLEC	Q15149	Plectin	NA	NA	NA	NA	NA	NA	NA	NA	0.415580620653381	0.331076832515017	NA	NA	NA	NA	NA	NA
PTGES3	Q15185	Prostaglandin E synthase 3	0.258836521571563	NA	NA	NA	NA	NA	NA	0.456878900288397	NA	0.444499994445	NA	NA	NA	NA	NA	NA
STK38	Q15208	Serine/threonine-protein kinase 38	0.0923613128085972	0.176719034407196	0.28260386102602	0.630819308117383	0.488396840338886	0.430137735709279	0.368722736713192	0.307239348804988	0.375089830836817	0.272637344253471	0.912709497206704	0.83904715918236	0.485199485199485	0.193229582657663	NA	NA
NONO	Q15233	Non-POU domain-containing octamer-binding protein	NA	NA	NA	0.691218756912188	NA	0.721487258042055	NA	0.666110183639399	0.513571359081623	NA	NA	NA	NA	NA	NA	NA
PWP2	Q15269	Periodic tryptophan protein 2 homolog	NA	NA	NA	NA	0.479237186630977	0.465988828486292	0.444956318062232	0.664294346716799	0.643366619115549	0.683834455721016	0.409395338948015	0.0966168300284566	0.367096619030139	0.253558659092775	NA	NA
RNPS1	Q15287	RNA-binding protein with serine-rich domain 1	NA	NA	0.332937542942146	0.594650523887112	0.420474631276984	0.425980138912806	NA	0.589052354730007	NA	NA	0.912869216694258	0.74717467701565	0.476110645431685	0.184884498133385	NA	NA
RCN1	Q15293	Reticulocalbin-1	NA	NA	0.323249754678036	0.572439335741395	0.278801078913586	0.303184447076859	0.33411463882378	0.310596816336098	0.297427178327034	0.347973501643107	NA	NA	NA	NA	NA	NA
PCBP1	Q15365	Poly(rC)-binding protein 1	NA	NA	0.388207079667674	NA	0.476053002478269	0.654182660718608	0.603473571513541	0.527588813303099	0.59413937253947	0.58940669267091	0.845038120622327	0.867889132560044	0.690018598884067	0.383777321772996	NA	NA
PCBP2	Q15366	Poly(rC)-binding protein 2	0.27543057538058	0.239888691647076	0.40403823690672	0.6192832415762	0.528435348486277	0.524443599010843	0.508502899832891	0.569039820720565	0.610166848588804	0.591953319459746	0.919536530415191	0.812079527943774	0.605662683859774	0.34015611906223	NA	NA
SF3B3	Q15393	Splicing factor 3B subunit 3	0.41727318815666	NA	NA	NA	0.404006269854041	0.464427258510251	0.496984421607537	0.447666390499862	0.484198418552351	0.467510130619765	0.922606609395558	0.926756024317	0.797795976139925	0.580325667282189	NA	NA
PUM3	Q15397	Pumilio homolog 3	NA	NA	NA	NA	0.439169522228516	0.304110618576071	0.323753169907016	0.671322925225965	0.737001288693685	0.607257874479617	NA	0.737194817481801	NA	NA	NA	NA
SAFB	Q15424	Scaffold attachment factor B1	NA	NA	NA	0.731223995846648	NA	0.44986329102782	NA	NA	NA	NA	0.924749793061931	0.613586305498667	0.372052571758692	0.213589178987103	NA	NA
SF3A2	Q15428	Splicing factor 3A subunit 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.853454087165509	0.848257234336353	0.774860976653083	0.599198396793587	NA	NA
SF3A1	Q15459	Splicing factor 3A subunit 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.927541482501268	0.932023655767793	0.795400605614207	0.538084899995381	NA	NA
SF1	Q15637	Splicing factor 1	NA	NA	NA	NA	NA	NA	0.315935287478195	NA	NA	0.328521067651502	NA	NA	NA	NA	NA	NA
ELAVL1	Q15717	ELAV-like protein 1	NA	NA	0.43994220203525	0.632055317481386	NA	NA	NA	NA	NA	NA	0.909297052154195	0.746405295057439	0.476017312387999	0.161917532685216	NA	NA
DDB1	Q16531	DNA damage-binding protein 1	0.139437019698287	0.181372993561259	0.352595767271126	0.61030313756843	0.518536350505537	0.521026918287192	0.508309568295801	0.508768482585843	0.51763060151464	0.512052307992583	NA	NA	NA	NA	NA	NA
RBBP7	Q16576	Histone-binding protein RBBP7	NA	NA	NA	NA	NA	NA	0.588917207925676	0.387877526535509	0.41014433768057	0.413186864774781	NA	NA	NA	NA	NA	NA
SRSF7	Q16629	Serine/arginine-rich splicing factor 7	0.386269624028772	0.388968843595628	0.526873580620742	0.749293790602357	0.254960103113522	0.183613489970692	0.18432600858089	0.516884873665394	0.566686887945229	0.493301445104279	0.977477984730074	0.787405927122752	0.412373072583678	0.103854322558675	NA	NA
PFKFB3	Q16875	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.589575210342705	0.695391269913796	0.516978215717529	0.179325569753223	NA	NA
IMMT	Q16891	MICOS complex subunit MIC60	NA	NA	NA	NA	0.36413869406805	0.384895493744387	0.347024062163309	0.268380120424632	0.294865918754451	0.297437050359712	NA	NA	NA	NA	NA	NA
HNRNPUL2-BSCL2, HNRNPUL2	H3BQZ7, Q1KMD3	HCG2044799, Heterogeneous nuclear ribonucleoprotein U-like protein 2	NA	NA	NA	NA	0.385624850246057	0.371989474543593	0.353913346858081	0.490513358739734	0.540018399264029	0.515104494981331	0.891184887757212	0.581397295826531	0.237636367794711	0.105049311782921	NA	NA
EIF3F	O00303	Eukaryotic translation initiation factor 3 subunit F	NA	NA	NA	NA	NA	NA	NA	NA	0.361242766074326	0.404751275320393	NA	NA	NA	NA	NA	NA
SMU1	Q2TAY7	WD40 repeat-containing protein SMU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.993159586839045	0.887980284530077	0.767506742304473	0.545454545454545	NA	NA
TUBB8	Q3ZCM7	Tubulin beta-8 chain	NA	NA	NA	NA	NA	0.457191399740538	0.419249554274033	NA	0.373508166321052	0.334734825301365	NA	NA	NA	NA	NA	NA
TIMM50	Q3ZCQ8	Mitochondrial import inner membrane translocase subunit TIM50	NA	0.327493040772884	NA	0.580339266335099	0.337581643062493	0.303936240559635	0.263986104057645	0.303970154240214	0.31890780054896	0.294462945193882	NA	NA	NA	NA	NA	NA
GLYR1	Q49A26	Putative oxidoreductase GLYR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.359376801752745	NA	NA	NA	NA	NA
IPO5	O00410	Importin-5	NA	NA	NA	NA	0.552692789407765	0.537807358106859	NA	0.356904911960282	0.411816604417257	0.421992046610561	NA	NA	NA	NA	NA	NA
NCBP3	Q53F19	Nuclear cap-binding protein subunit 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91296022282183	0.85315280918676	0.713639357406718	0.437677834384876	NA	NA
HSD17B12	Q53GQ0	Very-long-chain 3-oxoacyl-CoA reductase	NA	NA	NA	NA	NA	NA	NA	NA	0.35122229719209	NA	NA	NA	NA	NA	NA	NA
AGK	Q53H12	Acylglycerol kinase, mitochondrial	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.322851067863866	NA	NA	NA	NA	NA	NA
ACTBL2	Q562R1	Beta-actin-like protein 2	NA	NA	NA	NA	0.557952435682079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF326	Q5BKZ1	DBIRD complex subunit ZNF326	NA	NA	NA	NA	0.56617934146024	0.527477200774937	0.528879675869217	0.591653395402017	0.600543261164816	0.580448919655968	0.829824889811616	0.697281588666223	0.478976710258949	0.258402301919255	NA	NA
NOM1	Q5C9Z4	Nucleolar MIF4G domain-containing protein 1	NA	NA	NA	NA	NA	NA	0.382807485310818	NA	0.399442682809647	NA	NA	NA	NA	NA	NA	NA
PPP6R3	Q5H9R7	Serine/threonine-protein phosphatase 6 regulatory subunit 3	0.224264991079047	0.300471740632793	NA	NA	0.308537487640108	0.297363003351578	0.306975293669219	0.34791822894591	0.345275508066206	0.323006932409012	NA	NA	NA	NA	NA	NA
AMER1	Q5JTC6	APC membrane recruitment protein 1	NA	NA	NA	NA	0.242171632968565	0.356478651179253	0.253346872643376	NA	0.400486804714572	0.310516009818252	NA	NA	NA	NA	NA	NA
SAP18	O00422	Histone deacetylase complex subunit SAP18	NA	NA	NA	0.606972904729533	NA	NA	NA	NA	NA	NA	NA	0.74615423668579	0.475836041513786	0.19334021683015	NA	NA
RRP12	Q5JTH9	RRP12-like protein	NA	NA	NA	NA	0.457888802151097	0.436740303484325	0.455263516274002	0.64541521877881	0.626628831721614	0.722738237169712	NA	NA	NA	0.358838728705431	NA	NA
AARS2	Q5JTZ9	Alanine--tRNA ligase, mitochondrial	NA	NA	NA	NA	NA	0.494167754205995	0.423212246357585	0.271636051102015	0.307661418740221	0.289908895311268	NA	NA	NA	NA	NA	NA
DNTTIP2	Q5QJE6	Deoxynucleotidyltransferase terminal-interacting protein 2	NA	NA	NA	NA	0.443486003672992	0.444110910991039	0.418979611994585	0.599727814914142	0.629300118623962	0.596757933787653	NA	NA	NA	0.435551240658373	NA	NA
NOL9	Q5SY16	Polynucleotide 5'-hydroxyl-kinase NOL9	NA	NA	NA	NA	0.434037013979286	0.380705252858045	0.339288545906232	NA	0.398438345946076	0.381876622573866	NA	NA	NA	NA	NA	NA
IGF2BP3	O00425	Insulin-like growth factor 2 mRNA-binding protein 3	0.16053155142164	0.281254394599916	NA	0.690212102179	0.328151139119744	0.311977102597974	0.282387639844709	0.544543632719985	0.559024562331878	0.552812807441195	0.916569330886034	0.856768408840254	0.734438070958148	0.504705299653294	NA	NA
PRPF38B	Q5VTL8	Pre-mRNA-splicing factor 38B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.826452161538328	0.636522244838616	0.222346646758741	NA	NA
FAM208B	Q5VWN6	Protein FAM208B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.863579935336889	0.68733389613232	NA	NA	NA
KPNA3	O00505	Importin subunit alpha-4	NA	NA	NA	NA	NA	0.711408040172001	NA	0.670478136224338	0.7141958901369	0.647427987166379	NA	NA	NA	NA	NA	NA
SLC25A24	Q6NUK1	Calcium-binding mitochondrial carrier protein SCaMC-1	NA	NA	NA	NA	NA	NA	0.326004758406406	0.53486208660868	0.359077070982214	0.337665004205827	NA	NA	NA	NA	NA	NA
EDC4	Q6P2E9	Enhancer of mRNA-decapping protein 4	NA	NA	NA	NA	0.468785856954656	0.546011712897807	0.526784024228658	0.427180295002148	0.475965141201193	0.437111254960457	NA	NA	NA	NA	NA	NA
PRPF8	Q6P2Q9	Pre-mRNA-processing-splicing factor 8	NA	NA	0.482465946259264	0.704200556318439	0.450549450549451	0.479193791990001	0.447422224678123	0.515527348481178	0.520452692658131	0.534905353239384	0.923634975181367	0.888189451792882	0.787609115816749	0.558284376518397	NA	NA
SCYL2	Q6P3W7	SCY1-like protein 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.540293292879143	0.885609700297415	NA	NA	0.149862277688986	NA	NA
SFXN4	Q6P4A7	Sideroflexin-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.242194604425583	NA	NA	NA	NA	NA	NA
DARS2	Q6PI48	Aspartate--tRNA ligase, mitochondrial	NA	NA	NA	NA	NA	NA	0.58357624718914	0.384092336876855	0.485808309337721	0.368658968515023	NA	NA	NA	NA	NA	NA
PES1	O00541	Pescadillo homolog	NA	NA	NA	NA	0.437924367102837	0.435630880020769	0.412169271736511	0.711107901198902	0.685643330923266	0.722576707540365	0.970329050826336	0.864912328100937	0.642793355956421	0.384274367341913	NA	NA
ZC3H14	Q6PJT7	Zinc finger CCCH domain-containing protein 14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.879843796936017	0.798012442433546	0.575155068400034	0.255048906039319	NA	NA
LARP1	Q6PKG0	La-related protein 1	0.513784217435698	0.591247176794731	0.485903473236135	0.601757130822	0.254671347330605	0.240756206818009	0.205851287712137	0.491309014512954	0.504484416034884	0.479797953525149	0.880385636707256	0.834181769943788	0.709124756391983	0.387202333533514	NA	NA
LIN28B	Q6ZN17	Protein lin-28 homolog B	NA	NA	NA	NA	0.325804820495533	0.227411442036543	0.223138056136044	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIST3H3, H3F3C, HIST2H3A;	Q16695, Q6NXT2, Q71DI3	Histone H3.1t, Histone H3.3C, Histone H3.2	0.531944769482799	0.186483664031031	0.427199981670399	0.586187087470837	0.626963106651248	0.608150470219436	0.611831379551277	0.738445845212251	0.753639969451356	0.763571023264611	0.958693048039985	0.862361329039007	0.727654011656408	0.477525771041343	NA	NA
LARP4	Q71RC2	La-related protein 4	NA	NA	NA	NA	NA	0.405826465677566	0.395310024550413	0.494939291702863	0.538830474082273	0.504508968387672	NA	NA	NA	NA	NA	NA
TUBA3C, TUBA3E, TUBA1A	Q13748, Q6PEY2, Q71U36	Tubulin alpha-3C/D chain, Tubulin alpha-3E chain, Tubulin alpha-1A chain	NA	NA	NA	0.501997951848356	0.464605039137372	0.396284736266987	NA	0.387671375473789	0.420236079868278	NA	NA	NA	NA	NA	NA	NA
SUPT6H	Q7KZ85	Transcription elongation factor SPT6	NA	NA	NA	NA	0.42277610062167	0.40656340869978	0.459897380502295	NA	NA	NA	NA	0.838454331039385	0.581554941836137	0.238507169455	NA	NA
MPHOSPH10	O00566	U3 small nucleolar ribonucleoprotein protein MPP10	NA	NA	NA	NA	0.418834414301323	0.426072383750961	NA	NA	0.687490234069815	NA	NA	NA	NA	0.794382530739812	NA	NA
SND1	Q7KZF4	Staphylococcal nuclease domain-containing protein 1	NA	NA	NA	NA	0.594205250984052	0.678879933207026	0.651555803338095	0.523605354675813	0.552872792309412	0.533516816718757	NA	NA	NA	NA	NA	NA
DHX30	Q7L2E3	Putative ATP-dependent RNA helicase DHX30	NA	NA	NA	NA	0.353892474785654	0.266534153837127	0.326989083762939	0.385647496820726	0.387352505115607	0.327152103995371	0.885844748858448	0.635913493045948	0.641049571054237	0.287378765312449	NA	NA
NOP56	O00567	Nucleolar protein 56	NA	NA	NA	0.579609343302614	0.408661920193013	0.415392709947093	0.386973180076628	0.577381455498267	0.611091665694396	0.583957397237477	0.880801964383627	0.860883113992376	0.688473520249221	0.398097989647285	NA	NA
PHF5A	Q7RTV0	PHD finger-like domain-containing protein 5A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.879346540865327	0.841395717684377	0.644305328306182	NA	NA
ZC3HAV1	Q7Z2W4	Zinc finger CCCH-type antiviral protein 1	NA	NA	NA	NA	0.481314349438523	0.521759923481588	0.542459736456808	0.541010694450819	0.567099567099567	0.55750254436037	NA	NA	NA	NA	NA	NA
HDX	Q7Z353	Highly divergent homeobox	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.927388905024688	0.840815027061445	0.587764861076758	0.290110529790512	NA	NA
DDX3X	O00571	ATP-dependent RNA helicase DDX3X	NA	0.370123621289511	0.414516478433714	0.572485215569308	0.604273842500989	0.609207081167689	0.581467375381911	0.52536902558261	0.544273800300779	0.51742109834958	0.942459289947638	0.81352676823242	0.521485309599005	0.183160027119087	NA	NA
HUWE1	Q7Z6Z7	E3 ubiquitin-protein ligase HUWE1	NA	0.197503555063991	NA	NA	0.581484891604587	0.549123044321205	0.561807107488717	0.354701323507585	0.400767018216683	0.379591026404606	NA	NA	NA	NA	NA	NA
PABPN1	Q86U42	Polyadenylate-binding protein 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.890129208051332	0.558323395609735	0.115412173697666	0.022038365434924	NA	NA
KPNA4	O00629	Importin subunit alpha-3	NA	0.167535056710617	NA	NA	0.789282929810144	0.78489072448804	0.855864166390406	0.70043736145228	NA	0.732219365895459	NA	NA	NA	NA	NA	NA
ALYREF	Q86V81	THO complex subunit 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.975398543593781	0.611861512187549	0.240421717862243	0.0548329228157661	NA	NA
ZC3H18	Q86VM9	Zinc finger CCCH domain-containing protein 18	NA	NA	NA	NA	0.323638823131552	0.321794802235364	0.320435193302209	0.301183097016751	0.311820853204506	0.306201173907614	NA	NA	NA	0.17005560627438	NA	NA
CAND1	Q86VP6	Cullin-associated NEDD8-dissociated protein 1	NA	NA	NA	NA	0.491704619388419	0.476294469145889	0.48480695716685	0.370649615466915	0.415338022322394	0.411778546387144	NA	NA	NA	NA	NA	NA
PPP6C	O00743	Serine/threonine-protein phosphatase 6 catalytic subunit	NA	NA	0.350784252622832	0.579213196793476	NA	NA	0.379798806732904	NA	NA	0.372052571758692	NA	NA	NA	NA	NA	NA
WDR75	Q8IWA0	WD repeat-containing protein 75	NA	NA	NA	NA	0.493427218155568	0.461807143971971	0.505268886360263	0.633739882064242	0.643379337398809	0.663729907861995	NA	NA	NA	0.346396684923986	NA	NA
CHERP	Q8IWX8	Calcium homeostasis endoplasmic reticulum protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.907189991368669	NA	0.67179756473793	0.212567423914327	NA	NA
SUGP2	Q8IX01	SURP and G-patch domain-containing protein 2	NA	NA	NA	NA	0.410783834265277	0.41030434192913	0.38908166756268	0.316346830925735	0.393582894186279	0.377989537784025	NA	NA	NA	NA	NA	NA
DNAJC10	Q8IXB1	DnaJ homolog subfamily C member 10	NA	NA	NA	NA	0.361091766389593	0.330678357484689	0.283985622431298	0.629835276698131	NA	0.329340674817413	NA	NA	NA	NA	NA	NA
RBM12B	Q8IXT5	RNA-binding protein 12B	NA	NA	NA	NA	NA	0.607566125107919	NA	NA	NA	NA	0.906765991963229	0.875533649477864	0.62289765442341	0.319014477752203	NA	NA
FTSJ3	Q8IY81	pre-rRNA processing protein FTSJ3	NA	NA	NA	NA	0.414865916524772	0.354588873112172	0.330108924288911	0.625074985002999	0.656958594902405	0.725794510406098	NA	0.798439925019652	0.746218658004264	0.311318480768569	NA	NA
SRRM1	Q8IYB3	Serine/arginine repetitive matrix protein 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.694544565947828	NA	NA	NA
NUP93	Q8N1F7	Nuclear pore complex protein Nup93	NA	NA	NA	NA	0.410158254540307	0.434609795950675	0.360785466818374	0.283195228947444	0.375632172425419	0.375624375624376	NA	NA	NA	NA	NA	NA
ASCC3	Q8N3C0	Activating signal cointegrator 1 complex subunit 3	NA	NA	NA	NA	0.52333285666619	0.602085074211134	0.539212975762603	0.456775637473789	0.494997954741717	0.47351518118975	NA	NA	NA	NA	NA	NA
NKAP	Q8N5F7	NF-kappa-B-activating protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.696546701462645	NA	NA	NA	NA
KRI1	Q8N9T8	Protein KRI1 homolog	NA	NA	NA	NA	0.409921578577793	0.415218357465322	0.397583103410884	0.628349500130078	0.676595194204586	NA	0.452669604006459	0.851327644137849	0.689980158730159	0.231950844854071	NA	NA
PRPF38A	Q8NAV1	Pre-mRNA-splicing factor 38A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.918923301443165	0.890539312805806	0.749159684944564	0.613854886666409	NA	NA
ABCF1	Q8NE71	ATP-binding cassette sub-family F member 1	NA	NA	NA	NA	0.543712356269392	0.654481376546196	0.628873631471516	0.446461783721548	0.543670712786347	0.568165133652891	NA	NA	NA	NA	NA	NA
PPHLN1	Q8NEY8	Periphilin-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.906328449923189	0.775290998157386	0.562401540346578	0.281609195402299	NA	NA
CEP70	Q8NHQ1	Centrosomal protein of 70 kDa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527811880253093	NA	0.497542985197616	0.271710315495091	NA	NA
THOC2	Q8NI27	THO complex subunit 2	NA	NA	NA	NA	0.365671405101271	NA	NA	NA	0.390158375869787	NA	NA	NA	NA	NA	NA	NA
WDR36	Q8NI36	WD repeat-containing protein 36	NA	NA	NA	NA	0.458285256149817	0.453898075536818	0.438464086970682	0.639028264086922	0.636812667974141	0.598667576353494	0.345056816321184	0.864452727888851	0.677689679623541	0.412041392285983	NA	NA
COQ8A	Q8NI60	Atypical kinase COQ8A, mitochondrial	NA	NA	NA	NA	0.197367364957059	0.218987964604535	0.158716537950297	NA	0.26709321841355	0.224968417463012	NA	NA	NA	NA	NA	NA
NEK9	Q8TD19	Serine/threonine-protein kinase Nek9	NA	NA	NA	NA	NA	NA	0.517490952955368	NA	0.412728522013871	NA	NA	NA	NA	NA	NA	NA
DDX54	Q8TDD1	ATP-dependent RNA helicase DDX54	NA	NA	NA	NA	NA	0.433408501138849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRIX1	Q8TDN6	Ribosome biogenesis protein BRX1 homolog	NA	NA	0.510403916768666	NA	0.352063031308314	0.333577688181	0.319626066486141	0.660625806013711	0.675419520270051	0.68069480809758	0.913562105627107	0.818132217877603	0.736210398586088	0.464312498660781	NA	NA
UTP15	Q8TED0	U3 small nucleolar RNA-associated protein 15 homolog	NA	NA	0.521187455111324	0.620401275545022	0.47089667141096	0.434628975265018	0.385315179641639	0.616916947594239	0.600670872933472	0.608610567514677	NA	NA	0.65893587994543	0.426154720164349	NA	NA
CHD1	O14646	Chromodomain-helicase-DNA-binding protein 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.861097606711764	0.520498681371374	0.274136767150334	0.117597748109453	NA	NA
NUP210	Q8TEM1	Nuclear pore membrane glycoprotein 210	NA	NA	NA	NA	NA	0.519646459794409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GEMIN5	Q8TEQ6	Gem-associated protein 5	NA	NA	NA	NA	NA	0.603174603174603	0.526515151515151	0.51109807372641	0.480578842937431	0.48931128519922	NA	NA	NA	NA	NA	NA
IPO4	Q8TEX9	Importin-4	NA	NA	NA	NA	0.568388795373128	0.537615018264207	0.497270177061444	0.502858563261248	0.50114736106954	0.5260663507109	NA	NA	NA	NA	NA	NA
NOC3L	Q8WTT2	Nucleolar complex protein 3 homolog	NA	NA	NA	NA	NA	0.362379091135156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUP133	Q8WUM0	Nuclear pore complex protein Nup133	NA	NA	NA	NA	0.292526247276226	0.336007011765956	0.303349495625035	0.270435112498906	0.386265857355911	0.315748058435116	NA	NA	NA	NA	NA	NA
PDCD6IP	Q8WUM4	Programmed cell death 6-interacting protein	NA	NA	NA	NA	0.519923187710034	0.493029150823828	0.501719069211221	0.414139165382655	0.477435672331264	0.444219044390225	NA	NA	NA	NA	NA	NA
TRIM41	Q8WV44	E3 ubiquitin-protein ligase TRIM41	NA	NA	NA	NA	0.157476135511538	0.183800063663595	0.259621222217286	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATXN2L	Q8WWM7	Ataxin-2-like protein	NA	NA	NA	NA	0.513618677042802	0.497734783875277	0.4586401039411	0.580765522156542	0.592452215022211	0.555021581453299	NA	NA	NA	NA	NA	NA
PHIP	Q8WWQ0	PH-interacting protein	NA	NA	NA	NA	NA	NA	NA	0.536650912797702	0.557051736357194	NA	NA	NA	NA	NA	NA	NA
IRS4	O14654	Insulin receptor substrate 4	0.235561671062187	0.314693016961954	0.308001577756403	0.60399238969589	0.324196469602357	0.330830639926659	0.290890782998397	0.284159890046959	0.304541345017039	0.28531099691969	0.731975341731439	0.844253741803853	NA	NA	NA	NA
SRSF12	Q8WXF0	Serine/arginine-rich splicing factor 12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.809309509734749	0.601418948543186	0.226491131720825	NA	NA
DDX1	Q92499	ATP-dependent RNA helicase DDX1	NA	NA	NA	NA	0.649110495105091	0.670315178689173	NA	0.403785959159338	0.587764861076758	0.504827927704877	NA	NA	NA	NA	NA	NA
MRPS27	Q92552	28S ribosomal protein S27, mitochondrial	NA	NA	0.421473737800327	NA	NA	0.351869855466978	0.259878768142222	NA	0.523082792827165	NA	NA	NA	NA	NA	NA	NA
HSPH1	Q92598	Heat shock protein 105 kDa	NA	NA	NA	NA	0.646130436321172	0.62397533278183	0.560767777924189	0.367180726856217	0.416572832130501	0.369431290080524	NA	NA	NA	NA	NA	NA
LARP4B	Q92615	La-related protein 4B	NA	NA	NA	NA	0.431307651186861	NA	0.616329036218539	0.521118666794368	NA	0.459520811151167	NA	NA	NA	NA	NA	NA
GCN1	Q92616	eIF-2-alpha kinase activator GCN1	NA	NA	NA	NA	0.462275970726304	0.455610478409512	0.480495191983002	0.467308737202092	0.459655151917954	0.474359243918337	NA	NA	NA	NA	NA	NA
NUP205	Q92621	Nuclear pore complex protein Nup205	NA	NA	NA	NA	0.39751051344154	0.425973548861132	0.364389273433378	0.334167842970144	0.336922791289818	0.333119931711481	NA	NA	NA	NA	NA	NA
PRMT5	O14744	Protein arginine N-methyltransferase 5	0.157965644998316	0.160751028806584	0.314584946914604	0.593951200969328	0.530008929830333	0.54122126898197	0.542040666788789	0.355017640267539	0.412825074718009	0.383062600637913	0.908587308261879	0.777004727499777	0.550278827127181	0.257173843605381	NA	NA
DDX17	Q92841	Probable ATP-dependent RNA helicase DDX17	0.563128003494976	0.333912114331508	0.41373043325321	0.612685030879326	0.503746712321969	0.51625386996904	0.479234474677776	0.464748324662256	0.475635398805497	0.437459567406407	0.883916652156248	0.841156381542371	0.564459930313589	0.217025008221237	NA	NA
KHSRP	Q92945	Far upstream element-binding protein 2	NA	NA	NA	NA	0.41745649856403	0.325154202264782	0.328272989856922	0.505806770447245	0.414629577596703	0.461395524196806	NA	NA	NA	0.198383942027127	NA	NA
TNPO1	Q92973	Transportin-1	NA	NA	NA	NA	0.523219223800896	0.624709149590933	NA	0.429396358407559	0.448114483131619	NA	NA	NA	NA	NA	NA	NA
UTP4	Q969X6	U3 small nucleolar RNA-associated protein 4 homolog	NA	NA	NA	NA	0.471670998964475	0.441137843350937	0.452300883986373	0.657639768564484	0.669202778696659	0.624130802480737	NA	NA	NA	0.458493528997672	NA	NA
PSMA7, PSMA8	O14818, Q8TAA3	Proteasome subunit alpha type-7, Proteasome subunit alpha type-7-like	NA	NA	NA	NA	NA	NA	NA	NA	0.515080981476093	NA	NA	NA	NA	NA	NA	NA
FAF2	Q96CS3	FAS-associated factor 2	NA	NA	NA	NA	NA	NA	NA	NA	0.496186128996503	0.486526454157082	NA	NA	NA	NA	NA	NA
GPRASP2	Q96D09	G-protein coupled receptor-associated sorting protein 2	NA	NA	NA	NA	NA	0.370229488374436	0.395631625388307	0.345018208493804	0.409255780432188	0.385643722507557	NA	NA	NA	NA	NA	NA
SNRNP40	Q96DI7	U5 small nuclear ribonucleoprotein 40 kDa protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.931020211078154	0.926318891836133	0.787360721272434	0.542459736456808	NA	NA
RBMXL1	Q96E39	RNA binding motif protein, X-linked-like-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.893807941042169	0.463116074304735	0.222582425698315	0.165463543274888	NA	NA
DNAJA3	Q96EY1	DnaJ homolog subfamily A member 3, mitochondrial	NA	NA	NA	0.517866390471258	0.320208831846857	0.367856781632447	0.305724303120769	NA	0.281103075441043	0.407905643843403	NA	NA	NA	NA	NA	NA
