"ensembl_gene_id"	"hgnc_symbol"	"chromosome_name"	"start_position"	"end_position"	"strand"	"gene_biotype"	"2_401_Inp_10_11_S1"	"2_567_Elu_10_16_S8"	"3_401_Sup_10_11_S2"	"4_401_Elu_10_11_S3"	"4_624_Elu_10_16_S9"	"6_401_Inp_10_12_S4"	"6_567_Elu_10_10_S7"	"7_401_Sup_10_12_S5"	"8_401_Elu_10_12_S6"
"ENSG00000105221"	"AKT2"	"19"	40736224	40791443	-1	"protein_coding"	613	630	553	744	616	681	536	514	739
"ENSG00000105223"	"PLD3"	"19"	40854363	40886346	1	"protein_coding"	566	714	458	821	738	763	718	455	919
"ENSG00000105227"	"PRX"	"19"	40899675	40919273	-1	"protein_coding"	15	15	2	22	11	18	13	16	21
"ENSG00000105229"	"PIAS4"	"19"	4007644	4039384	1	"protein_coding"	393	429	194	516	416	469	401	197	548
"ENSG00000105245"	"NUMBL"	"19"	41172596	41196877	-1	"protein_coding"	352	384	173	479	481	437	363	131	511
"ENSG00000105248"	"CCDC94"	"19"	4247076	4269087	1	"protein_coding"	228	222	91	331	294	286	206	83	374
"ENSG00000105254"	"TBCB"	"19"	36605191	36616849	1	"protein_coding"	970	731	435	865	1004	1036	738	324	936
"ENSG00000105255"	"FSD1"	"19"	4304597	4323840	1	"protein_coding"	88	107	79	108	93	95	86	57	149
"ENSG00000105258"	"POLR2I"	"19"	36604612	36606248	-1	"protein_coding"	191	244	184	211	272	239	209	152	229
"ENSG00000105270"	"CLIP3"	"19"	36505562	36524245	-1	"protein_coding"	25	29	17	25	29	31	36	13	41
"ENSG00000105281"	"SLC1A5"	"19"	47278140	47291851	-1	"protein_coding"	526	776	457	712	507	701	621	400	737
"ENSG00000105287"	"PRKD2"	"19"	47177532	47220384	-1	"protein_coding"	272	325	173	313	289	320	298	149	388
"ENSG00000105289"	"TJP3"	"19"	3708107	3750811	1	"protein_coding"	9	13	6	18	14	21	9	6	20
"ENSG00000105290"	"APLP1"	"19"	36358801	36370693	1	"protein_coding"	144	203	82	199	186	170	185	73	193
"ENSG00000105298"	"CACTIN"	"19"	3610639	3626813	-1	"protein_coding"	175	143	113	215	185	217	130	107	194
"ENSG00000105321"	"CCDC9"	"19"	47759237	47775210	1	"protein_coding"	106	180	61	144	130	137	150	67	140
"ENSG00000105323"	"HNRNPUL1"	"19"	41768401	41813503	1	"protein_coding"	3843	3014	606	4599	4293	3825	3239	678	4505
"ENSG00000105325"	"FZR1"	"19"	3506271	3538328	1	"protein_coding"	399	516	277	557	603	511	466	237	617
"ENSG00000105327"	"BBC3"	"19"	47724081	47736023	-1	"protein_coding"	434	351	509	622	449	712	376	514	676
"ENSG00000105329"	"TGFB1"	"19"	41807492	41859816	-1	"protein_coding"	127	90	71	171	172	185	85	72	204
"ENSG00000105339"	"DENND3"	"8"	142127377	142205907	1	"protein_coding"	71	100	28	115	87	114	99	45	112
"ENSG00000105341"	"ATP5SL"	"19"	41937223	41946622	-1	"protein_coding"	438	382	222	522	502	484	338	171	495
"ENSG00000105355"	"PLIN3"	"19"	4838353	4867780	-1	"protein_coding"	74	106	46	111	111	115	80	39	134
"ENSG00000105357"	"MYH14"	"19"	50691443	50813802	1	"protein_coding"	180	207	111	237	213	206	175	126	267
"ENSG00000105364"	"MRPL4"	"19"	10362577	10370721	1	"protein_coding"	898	973	522	1014	1239	1040	836	415	1098
"ENSG00000105372"	"RPS19"	"19"	42363988	42376994	1	"protein_coding"	7248	7094	6685	7882	9028	9861	5396	5593	9909
"ENSG00000105373"	"GLTSCR2"	"19"	48248779	48260315	1	"protein_coding"	920	678	701	1014	1128	1200	635	659	1156
"ENSG00000105376"	"ICAM5"	"19"	10400657	10407454	1	"protein_coding"	66	105	121	119	125	94	100	98	146
"ENSG00000105379"	"ETFB"	"19"	51848423	51869672	-1	"protein_coding"	138	145	113	163	158	184	140	83	180
"ENSG00000105393"	"BABAM1"	"19"	17378159	17392058	1	"protein_coding"	84	82	56	89	110	76	52	49	78
"ENSG00000105397"	"TYK2"	"19"	10461209	10491352	-1	"protein_coding"	447	546	330	503	434	496	457	323	573
"ENSG00000105401"	"CDC37"	"19"	10501810	10530797	-1	"protein_coding"	1200	1181	439	1238	1371	1315	973	389	1383
"ENSG00000105402"	"NAPA"	"19"	47990894	48018497	-1	"protein_coding"	505	694	240	719	720	623	650	223	798
"ENSG00000105404"	"RABAC1"	"19"	42460833	42463542	-1	"protein_coding"	117	132	216	175	172	215	126	199	223
"ENSG00000105409"	"ATP1A3"	"19"	42470734	42501649	-1	"protein_coding"	91	101	58	120	105	113	129	71	133
"ENSG00000105419"	"MEIS3"	"19"	47906381	47922780	-1	"protein_coding"	95	102	43	114	109	117	102	28	106
"ENSG00000105426"	"PTPRS"	"19"	5158506	5340814	-1	"protein_coding"	931	792	790	1004	1035	1123	751	677	975
"ENSG00000105427"	"CNFN"	"19"	42891171	42894439	-1	"protein_coding"	66	26	59	51	62	68	29	34	56
"ENSG00000105429"	"MEGF8"	"19"	42829761	42882921	1	"protein_coding"	450	407	394	493	412	487	431	375	527
"ENSG00000105438"	"KDELR1"	"19"	48885827	48894810	-1	"protein_coding"	2134	1489	1481	2289	2021	2203	1471	1012	2203
"ENSG00000105443"	"CYTH2"	"19"	48972289	48985571	1	"protein_coding"	233	292	153	249	319	279	264	139	278
"ENSG00000105447"	"GRWD1"	"19"	48949030	48960279	1	"protein_coding"	702	617	358	849	785	788	668	334	813
"ENSG00000105464"	"GRIN2D"	"19"	48898132	48948188	1	"protein_coding"	159	130	53	172	160	165	136	74	159
"ENSG00000105472"	"CLEC11A"	"19"	51226586	51228974	1	"protein_coding"	21	31	71	53	46	47	38	65	63
"ENSG00000105483"	"CARD8"	"19"	48684027	48759203	-1	"protein_coding"	350	386	58	374	366	390	398	71	424
"ENSG00000105486"	"LIG1"	"19"	48618702	48673860	-1	"protein_coding"	701	670	696	728	685	824	571	655	776
"ENSG00000105497"	"ZNF175"	"19"	52074551	52092991	1	"protein_coding"	74	114	9	117	128	87	102	21	120
"ENSG00000105499"	"PLA2G4C"	"19"	48551100	48614074	-1	"protein_coding"	86	146	34	118	103	135	131	42	129
"ENSG00000105514"	"RAB3D"	"19"	11432722	11456946	-1	"protein_coding"	55	82	33	79	66	76	76	38	65
"ENSG00000105516"	"DBP"	"19"	49133287	49140695	-1	"protein_coding"	43	48	21	60	40	63	38	33	74
"ENSG00000105518"	"TMEM205"	"19"	11453452	11457194	-1	"protein_coding"	42	108	93	67	73	92	80	95	87
"ENSG00000105519"	"CAPS"	"19"	5911718	5915888	1	"protein_coding"	26	53	17	42	37	48	31	12	57
"ENSG00000105520"	""	"19"	11466062	11476374	1	"protein_coding"	170	144	94	184	161	166	164	86	203
"ENSG00000105538"	"RASIP1"	"19"	49223844	49243978	-1	"protein_coding"	59	33	19	50	44	58	57	30	52
"ENSG00000105552"	"BCAT2"	"19"	49298319	49314286	-1	"protein_coding"	202	259	206	244	260	300	187	160	297
"ENSG00000105556"	"MIER2"	"19"	305575	344798	-1	"protein_coding"	110	131	87	158	103	146	110	64	160
"ENSG00000105559"	"PLEKHA4"	"19"	49340354	49371889	-1	"protein_coding"	22	17	12	18	19	25	22	8	30
"ENSG00000105568"	"PPP2R1A"	"19"	52693292	52730687	1	"protein_coding"	814	866	877	975	925	1031	690	726	1107
"ENSG00000105576"	"TNPO2"	"19"	12810008	12834825	-1	"protein_coding"	956	987	600	1056	1075	1083	938	598	1018
"ENSG00000105583"	"WDR83OS"	"19"	12778885	12782170	-1	"protein_coding"	144	207	262	186	220	214	196	248	176
"ENSG00000105607"	"GCDH"	"19"	13001840	13025021	1	"protein_coding"	74	97	78	84	97	96	76	75	91
"ENSG00000105612"	"DNASE2"	"19"	12986025	12992282	-1	"protein_coding"	103	80	27	104	95	88	82	43	128
"ENSG00000105613"	"MAST1"	"19"	12944765	12985765	1	"protein_coding"	94	99	32	116	117	115	128	20	128
"ENSG00000105617"	"LENG1"	"19"	54658899	54663620	-1	"protein_coding"	493	451	87	525	555	494	417	90	545
"ENSG00000105618"	"PRPF31"	"19"	54618837	54635140	1	"protein_coding"	198	249	121	185	291	261	189	113	263
"ENSG00000105619"	"TFPT"	"19"	54610320	54619055	-1	"protein_coding"	90	138	47	100	112	97	108	54	91
"ENSG00000105639"	"JAK3"	"19"	17935589	17958880	-1	"protein_coding"	16	27	8	17	20	22	19	23	21
"ENSG00000105640"	"RPL18A"	"19"	17970685	17974962	1	"protein_coding"	5375	4631	4229	7095	7245	7528	3263	3155	8164
"ENSG00000105641"	"SLC5A5"	"19"	17982782	18005983	1	"protein_coding"	26	30	18	22	15	35	26	9	39
"ENSG00000105642"	"KCNN1"	"19"	18062102	18110889	1	"protein_coding"	32	26	9	23	32	28	28	8	26
"ENSG00000105643"	"ARRDC2"	"19"	18111941	18124911	1	"protein_coding"	67	71	32	91	60	79	84	29	95
"ENSG00000105649"	"RAB3A"	"19"	18307594	18314884	-1	"protein_coding"	247	161	64	334	246	275	194	65	310
"ENSG00000105650"	"PDE4C"	"19"	18318771	18366229	-1	"protein_coding"	8	12	4	15	6	13	18	11	15
"ENSG00000105655"	"ISYNA1"	"19"	18545198	18549111	-1	"protein_coding"	863	707	651	820	847	727	587	488	774
"ENSG00000105656"	"ELL"	"19"	18553473	18632937	-1	"protein_coding"	190	199	110	232	241	209	212	110	260
"ENSG00000105662"	"CRTC1"	"19"	18794487	18893004	1	"protein_coding"	339	271	178	376	374	372	241	184	450
"ENSG00000105669"	"COPE"	"19"	19010323	19030206	-1	"protein_coding"	424	540	446	504	549	584	441	317	613
"ENSG00000105671"	"DDX49"	"19"	19030484	19039436	1	"protein_coding"	311	279	228	318	355	374	242	177	399
"ENSG00000105672"	"ETV2"	"19"	36132647	36135773	1	"protein_coding"	20	14	13	17	20	23	25	9	19
"ENSG00000105676"	"ARMC6"	"19"	19144384	19170563	1	"protein_coding"	117	137	117	146	156	133	105	119	151
"ENSG00000105677"	"TMEM147"	"19"	36036497	36038428	1	"protein_coding"	236	270	435	260	293	322	292	386	334
"ENSG00000105696"	"TMEM59L"	"19"	18718240	18731849	1	"protein_coding"	105	135	96	137	140	128	127	75	152
"ENSG00000105698"	"USF2"	"19"	35759881	35770724	1	"protein_coding"	754	539	330	814	803	884	501	280	989
"ENSG00000105699"	"LSR"	"19"	35739233	35758867	1	"protein_coding"	236	241	243	296	326	326	243	168	321
"ENSG00000105700"	"KXD1"	"19"	18668572	18680197	1	"protein_coding"	1962	1261	757	1784	2010	1770	1279	605	1557
"ENSG00000105701"	"FKBP8"	"19"	18642561	18654887	-1	"protein_coding"	774	916	853	1115	986	1117	804	775	1419
"ENSG00000105705"	"SUGP1"	"19"	19386827	19431653	-1	"protein_coding"	517	409	233	522	602	541	447	221	548
"ENSG00000105708"	"ZNF14"	"19"	19821280	19843906	-1	"protein_coding"	79	134	17	101	132	116	131	32	106
"ENSG00000105711"	"SCN1B"	"19"	35521588	35531352	1	"protein_coding"	13	10	17	10	7	13	17	18	14
"ENSG00000105717"	"PBX4"	"19"	19672522	19729725	-1	"protein_coding"	33	63	20	40	54	54	55	26	46
"ENSG00000105722"	"ERF"	"19"	42751724	42759309	-1	"protein_coding"	578	737	315	826	697	746	782	281	830
"ENSG00000105723"	"GSK3A"	"19"	42734338	42746777	-1	"protein_coding"	1705	1135	509	1843	1592	1605	1151	426	1759
"ENSG00000105726"	"ATP13A1"	"19"	19756007	19774502	-1	"protein_coding"	410	423	350	460	401	472	385	335	574
"ENSG00000105732"	"ZNF574"	"19"	42572629	42585701	1	"protein_coding"	263	275	97	261	266	257	264	105	264
"ENSG00000105738"	"SIPA1L3"	"19"	38397868	38699012	1	"protein_coding"	443	464	251	542	391	435	428	228	570
"ENSG00000105750"	"ZNF85"	"19"	21106028	21133503	1	"protein_coding"	214	337	43	278	383	179	349	45	348
"ENSG00000105755"	"ETHE1"	"19"	44010871	44031396	-1	"protein_coding"	21	18	29	23	41	23	19	27	31
"ENSG00000105767"	"CADM4"	"19"	44126520	44143991	-1	"protein_coding"	53	57	17	53	20	38	59	19	42
"ENSG00000105771"	"SMG9"	"19"	44235301	44259142	-1	"protein_coding"	264	223	97	220	242	252	233	87	262
"ENSG00000105778"	"AVL9"	"7"	32535038	33078516	1	"protein_coding"	583	604	101	647	668	555	610	154	695
"ENSG00000105784"	"RUNDC3B"	"7"	87256864	87461611	1	"protein_coding"	78	86	16	82	84	69	92	8	112
"ENSG00000105792"	"C7orf63"	"7"	89874488	89940377	1	"protein_coding"	43	76	5	39	66	42	69	9	66
"ENSG00000105793"	"GTPBP10"	"7"	89964537	90020769	1	"protein_coding"	243	309	33	254	314	213	260	54	259
"ENSG00000105810"	"CDK6"	"7"	92234235	92465908	-1	"protein_coding"	929	989	189	1059	1298	893	1056	220	1211
"ENSG00000105819"	"PMPCB"	"7"	102937869	102969958	1	"protein_coding"	1005	704	105	915	1109	881	814	139	1023
"ENSG00000105821"	"DNAJC2"	"7"	102952921	102985320	-1	"protein_coding"	743	967	218	940	740	702	1164	311	942
"ENSG00000105829"	"BET1"	"7"	93592074	93633694	-1	"protein_coding"	239	250	74	274	338	243	256	76	317
"ENSG00000105835"	"NAMPT"	"7"	105888731	105926772	-1	"protein_coding"	788	1016	85	956	1174	782	1054	102	1112
"ENSG00000105849"	"TWISTNB"	"7"	19735085	19748710	-1	"protein_coding"	902	1146	82	933	1237	756	1211	95	1164
"ENSG00000105854"	"PON2"	"7"	95034175	95064510	-1	"protein_coding"	257	206	29	272	282	223	184	42	299
"ENSG00000105855"	"ITGB8"	"7"	20370325	20455377	1	"protein_coding"	19	6	5	6	19	8	15	11	17
"ENSG00000105856"	"HBP1"	"7"	106809406	106842974	1	"protein_coding"	420	443	85	432	568	391	422	108	554
"ENSG00000105865"	"DUS4L"	"7"	107203929	107218906	1	"protein_coding"	233	231	12	228	210	165	218	26	275
"ENSG00000105866"	"SP4"	"7"	21467652	21554440	1	"protein_coding"	187	305	8	257	251	233	290	39	326
"ENSG00000105875"	"WDR91"	"7"	134868590	134896316	-1	"protein_coding"	224	206	118	268	232	219	229	102	215
"ENSG00000105877"	"DNAH11"	"7"	21582833	21941457	1	"protein_coding"	79	114	27	104	92	95	109	41	125
"ENSG00000105879"	"CBLL1"	"7"	107384142	107402112	1	"protein_coding"	955	893	58	1011	1096	724	973	72	984
"ENSG00000105880"	"DLX5"	"7"	96649704	96654409	-1	"protein_coding"	85	53	12	120	95	95	53	14	107
"ENSG00000105887"	"MTPN"	"7"	135611509	135662101	-1	"protein_coding"	1136	1214	214	1306	1297	1032	1353	226	1375
"ENSG00000105889"	"STEAP1B"	"7"	22459063	22672544	-1	"protein_coding"	22	27	0	18	15	24	22	4	11
"ENSG00000105926"	"MPP6"	"7"	24612887	24733812	1	"protein_coding"	394	385	27	433	512	329	354	55	483
"ENSG00000105928"	"DFNA5"	"7"	24737972	24809244	-1	"protein_coding"	159	143	38	178	187	179	124	40	264
"ENSG00000105939"	"ZC3HAV1"	"7"	138728266	138794465	-1	"protein_coding"	1110	1311	176	1245	1361	909	1459	175	1353
"ENSG00000105948"	"TTC26"	"7"	138818490	138876732	1	"protein_coding"	174	257	50	250	247	206	266	48	246
"ENSG00000105953"	"OGDH"	"7"	44646171	44748665	1	"protein_coding"	571	585	304	623	525	676	508	312	650
"ENSG00000105963"	"ADAP1"	"7"	937540	995043	-1	"protein_coding"	27	32	16	19	25	23	16	25	24
"ENSG00000105968"	"H2AFV"	"7"	44866390	44887682	-1	"protein_coding"	459	532	191	491	580	456	533	182	518
"ENSG00000105971"	"CAV2"	"7"	115927434	116148595	1	"protein_coding"	125	191	20	134	169	124	225	16	200
"ENSG00000105974"	"CAV1"	"7"	116164839	116201233	1	"protein_coding"	134	143	38	174	195	160	160	33	174
"ENSG00000105976"	"MET"	"7"	116312444	116438440	1	"protein_coding"	679	743	125	787	942	672	783	146	863
"ENSG00000105982"	"RNF32"	"7"	156432975	156469824	1	"protein_coding"	49	40	8	55	43	47	45	2	58
"ENSG00000105983"	"LMBR1"	"7"	156461646	156685924	-1	"protein_coding"	720	666	166	716	769	664	762	179	888
"ENSG00000105991"	"HOXA1"	"7"	27132612	27135615	-1	"protein_coding"	84	73	9	95	80	95	82	13	120
"ENSG00000105993"	"DNAJB6"	"7"	157128075	157210133	1	"protein_coding"	1914	1027	215	1667	1709	1358	1205	207	1632
"ENSG00000105996"	"HOXA2"	"7"	27139721	27142430	-1	"protein_coding"	33	46	7	43	65	57	39	15	60
"ENSG00000105997"	"HOXA3"	"7"	27145803	27192200	-1	"protein_coding"	310	271	168	502	387	439	286	146	540
"ENSG00000106004"	"HOXA5"	"7"	27180671	27183287	-1	"protein_coding"	273	271	46	331	386	303	288	45	356
"ENSG00000106006"	"HOXA6"	"7"	27185015	27190222	-1	"protein_coding"	48	68	3	60	85	61	66	6	80
"ENSG00000106009"	"BRAT1"	"7"	2577511	2595361	-1	"protein_coding"	141	227	272	215	204	254	220	212	262
"ENSG00000106012"	"IQCE"	"7"	2598632	2654368	1	"protein_coding"	153	180	73	182	167	197	180	74	187
"ENSG00000106025"	"TSPAN12"	"7"	120427376	120498456	-1	"protein_coding"	120	138	27	200	232	143	147	28	180
"ENSG00000106028"	"SSBP1"	"7"	141438121	141487722	1	"protein_coding"	2039	2008	316	1923	2087	1880	1997	362	2104
"ENSG00000106031"	"HOXA13"	"7"	27233122	27239725	-1	"protein_coding"	149	116	16	153	225	108	113	33	164
"ENSG00000106034"	"CPED1"	"7"	120628731	120937498	1	"protein_coding"	11	12	1	5	13	7	9	5	11
"ENSG00000106049"	"HIBADH"	"7"	27565061	27702614	-1	"protein_coding"	355	370	88	385	377	327	430	82	439
"ENSG00000106052"	"TAX1BP1"	"7"	27778950	27884183	1	"protein_coding"	1401	1341	229	1521	1557	1122	1550	261	1646
"ENSG00000106066"	"CPVL"	"7"	29034847	29235067	-1	"protein_coding"	286	175	66	258	359	292	211	54	314
"ENSG00000106069"	"CHN2"	"7"	29161890	29553944	1	"protein_coding"	83	98	20	121	121	77	92	29	134
"ENSG00000106070"	"GRB10"	"7"	50657760	50861159	-1	"protein_coding"	404	410	144	408	433	355	439	141	427
"ENSG00000106077"	"ABHD11"	"7"	73150424	73153197	-1	"protein_coding"	172	272	91	197	265	246	281	65	241
"ENSG00000106078"	"COBL"	"7"	51083909	51384515	-1	"protein_coding"	251	248	49	251	280	212	252	56	267
"ENSG00000106080"	"FKBP14"	"7"	30050203	30066300	-1	"protein_coding"	179	187	37	177	232	219	152	43	232
"ENSG00000106086"	"PLEKHA8"	"7"	30067020	30170096	1	"protein_coding"	359	352	48	408	457	321	409	44	364
"ENSG00000106089"	"STX1A"	"7"	73113536	73134002	-1	"protein_coding"	71	135	36	107	80	77	93	28	131
"ENSG00000106100"	"NOD1"	"7"	30464143	30518400	-1	"protein_coding"	59	86	28	80	90	71	70	40	81
"ENSG00000106105"	"GARS"	"7"	30634297	30673649	1	"protein_coding"	2308	2940	258	2449	3128	2114	3279	260	2689
"ENSG00000106125"	"FAM188B"	"7"	30811033	30932002	1	"protein_coding"	17	20	7	26	12	9	22	12	19
"ENSG00000106144"	"CASP2"	"7"	142985308	143004789	1	"protein_coding"	1264	1285	337	1324	1334	1160	1363	356	1399
"ENSG00000106153"	"CHCHD2"	"7"	56169262	56174269	-1	"protein_coding"	1456	1373	868	1492	1581	1578	1257	664	1515
"ENSG00000106211"	"HSPB1"	"7"	75931861	75933612	1	"protein_coding"	2056	2299	1950	2063	1979	2243	2131	1366	2183
"ENSG00000106236"	"NPTX2"	"7"	98246609	98259180	1	"protein_coding"	65	50	20	70	98	63	33	18	56
"ENSG00000106244"	"PDAP1"	"7"	98989671	99006452	-1	"protein_coding"	1451	1148	553	1249	1014	1388	1089	562	1241
"ENSG00000106245"	"BUD31"	"7"	99006264	99017239	1	"protein_coding"	552	752	143	490	816	594	798	107	605
"ENSG00000106246"	"PTCD1"	"7"	99014362	99063787	-1	"protein_coding"	33	41	8	38	33	41	33	24	40
"ENSG00000106258"	"CYP3A5"	"7"	99245817	99277621	-1	"protein_coding"	51	56	15	70	52	49	78	16	59
"ENSG00000106261"	"ZKSCAN1"	"7"	99613204	99639312	1	"protein_coding"	1359	1229	231	1359	1429	1294	1146	304	1488
"ENSG00000106263"	"EIF3B"	"7"	2393721	2420380	1	"protein_coding"	1179	1085	561	1345	1341	1292	1089	584	1360
"ENSG00000106266"	"SNX8"	"7"	2291405	2393953	-1	"protein_coding"	145	154	110	186	186	208	120	106	186
"ENSG00000106268"	"NUDT1"	"7"	2281857	2290781	1	"protein_coding"	127	128	198	148	141	176	137	120	182
"ENSG00000106278"	"PTPRZ1"	"7"	121513143	121702090	1	"protein_coding"	11	21	6	12	18	7	21	5	12
"ENSG00000106290"	"TAF6"	"7"	99704693	99717464	-1	"protein_coding"	144	234	118	197	188	209	189	123	189
"ENSG00000106299"	"WASL"	"7"	123321989	123389121	-1	"protein_coding"	367	565	68	504	540	414	651	103	597
"ENSG00000106305"	"AIMP2"	"7"	6048876	6063465	1	"protein_coding"	475	451	225	448	504	462	481	195	479
"ENSG00000106330"	"MOSPD3"	"7"	100209725	100213007	1	"protein_coding"	36	47	31	38	45	37	48	31	68
"ENSG00000106333"	"PCOLCE"	"7"	100199800	100205798	1	"protein_coding"	54	88	34	96	59	74	50	27	64
"ENSG00000106344"	"RBM28"	"7"	127937738	127983962	-1	"protein_coding"	1380	1296	407	1451	1149	1424	1288	492	1496
"ENSG00000106346"	"USP42"	"7"	6144515	6201195	1	"protein_coding"	582	633	100	692	750	590	638	141	708
"ENSG00000106348"	"IMPDH1"	"7"	128032331	128050306	-1	"protein_coding"	363	469	239	431	424	451	407	239	485
"ENSG00000106351"	"AGFG2"	"7"	100136834	100165842	1	"protein_coding"	84	119	64	117	116	130	124	43	132
"ENSG00000106355"	"LSM5"	"7"	32524951	32534895	-1	"protein_coding"	400	546	137	433	447	437	585	161	561
"ENSG00000106366"	"SERPINE1"	"7"	100770370	100782547	1	"protein_coding"	9	26	5	31	23	24	26	7	30
"ENSG00000106367"	"AP1S1"	"7"	100797678	100804877	1	"protein_coding"	459	432	246	455	459	432	375	192	462
"ENSG00000106392"	"C1GALT1"	"7"	7196565	7288282	1	"protein_coding"	186	192	11	194	266	165	227	23	255
"ENSG00000106397"	"PLOD3"	"7"	100849258	100861701	-1	"protein_coding"	237	303	244	258	249	286	280	200	294
"ENSG00000106399"	"RPA3"	"7"	7676149	7758238	-1	"protein_coding"	473	494	344	352	518	526	490	335	460
"ENSG00000106400"	"ZNHIT1"	"7"	100860949	100867471	1	"protein_coding"	560	858	372	614	755	665	672	268	713
"ENSG00000106404"	"CLDN15"	"7"	100875373	100882101	-1	"protein_coding"	72	101	72	115	88	104	100	77	114
"ENSG00000106415"	"GLCCI1"	"7"	8008425	8133902	1	"protein_coding"	159	136	25	176	150	132	173	19	157
"ENSG00000106443"	"PHF14"	"7"	11013499	11209250	1	"protein_coding"	926	794	303	898	555	846	810	366	942
"ENSG00000106459"	"NRF1"	"7"	129251555	129396922	1	"protein_coding"	237	216	79	236	259	232	156	121	259
"ENSG00000106460"	"TMEM106B"	"7"	12250867	12282993	1	"protein_coding"	350	459	30	376	481	263	480	62	408
"ENSG00000106462"	"EZH2"	"7"	148504475	148581413	-1	"protein_coding"	861	962	160	951	879	787	1075	182	966
"ENSG00000106477"	"CEP41"	"7"	130033612	130082274	-1	"protein_coding"	234	322	54	285	279	249	311	65	340
"ENSG00000106479"	"ZNF862"	"7"	149535456	149564568	1	"protein_coding"	85	90	50	122	68	93	120	53	106
"ENSG00000106483"	"SFRP4"	"7"	37945543	38065297	-1	"protein_coding"	27	52	5	35	36	34	61	5	40
"ENSG00000106524"	"ANKMY2"	"7"	16639401	16685442	-1	"protein_coding"	166	208	22	192	287	137	223	22	194
"ENSG00000106526"	"ACTR3C"	"7"	149941005	150020814	-1	"protein_coding"	8	9	3	14	12	19	11	4	12
"ENSG00000106537"	"TSPAN13"	"7"	16793160	16824161	1	"protein_coding"	104	164	42	132	157	155	170	38	147
"ENSG00000106546"	"AHR"	"7"	17338246	17385776	1	"protein_coding"	265	306	23	297	419	214	364	38	364
"ENSG00000106554"	"CHCHD3"	"7"	132469629	132766848	-1	"protein_coding"	1770	1669	194	1832	1802	1580	1752	179	1915
"ENSG00000106571"	"GLI3"	"7"	42000548	42277469	-1	"protein_coding"	1014	854	194	1079	1020	897	855	248	1043
"ENSG00000106588"	"PSMA2"	"7"	42956460	42971822	-1	"protein_coding"	58	113	16	74	96	99	121	29	121
"ENSG00000106591"	"MRPL32"	"7"	42971799	42988557	1	"protein_coding"	895	943	108	917	1154	924	952	71	1059
"ENSG00000106603"	"COA1"	"7"	43648055	43769316	-1	"protein_coding"	735	722	192	872	817	841	754	181	948
"ENSG00000106605"	"BLVRA"	"7"	43798279	43846939	1	"protein_coding"	193	283	38	254	235	199	277	47	265
"ENSG00000106608"	"URGCP"	"7"	43915493	43966010	-1	"protein_coding"	286	297	108	300	296	307	271	109	298
"ENSG00000106609"	"TMEM248"	"7"	66386212	66423538	1	"protein_coding"	704	787	138	817	854	760	840	151	857
"ENSG00000106610"	"STAG3L4"	"7"	66767608	66786513	1	"pseudogene"	124	72	36	130	152	127	86	36	132
"ENSG00000106615"	"RHEB"	"7"	151163098	151217206	-1	"protein_coding"	2889	1997	501	2676	3307	2349	2229	535	2604
"ENSG00000106617"	"PRKAG2"	"7"	151253197	151574210	-1	"protein_coding"	351	293	54	379	453	365	351	66	414
"ENSG00000106624"	"AEBP1"	"7"	44143960	44154161	1	"protein_coding"	14	21	12	15	12	22	25	8	21
"ENSG00000106628"	"POLD2"	"7"	44154286	44163957	-1	"protein_coding"	1145	1006	1106	1258	1503	1432	848	856	1489
"ENSG00000106635"	"BCL7B"	"7"	72950686	72972332	-1	"protein_coding"	1233	964	365	1331	1316	1049	1099	292	1282
"ENSG00000106636"	"YKT6"	"7"	44240567	44253893	1	"protein_coding"	633	586	271	718	694	645	577	252	696
"ENSG00000106638"	"TBL2"	"7"	72983262	72993121	-1	"protein_coding"	347	454	156	409	481	394	448	142	446
"ENSG00000106665"	"CLIP2"	"7"	73703805	73820273	1	"protein_coding"	68	114	55	80	71	106	81	47	113
"ENSG00000106682"	"EIF4H"	"7"	73588575	73611431	1	"protein_coding"	827	951	235	935	903	928	819	246	977
"ENSG00000106683"	"LIMK1"	"7"	73497263	73536855	1	"protein_coding"	285	280	173	351	297	377	302	162	356
"ENSG00000106686"	"SPATA6L"	"9"	4553386	4666674	-1	"protein_coding"	32	33	11	31	28	41	33	8	32
"ENSG00000106688"	"SLC1A1"	"9"	4490444	4587469	1	"protein_coding"	26	16	3	14	22	29	21	6	27
"ENSG00000106689"	"LHX2"	"9"	126763949	126795580	1	"protein_coding"	137	98	24	172	154	137	90	18	169
"ENSG00000106692"	"FKTN"	"9"	108320411	108403399	1	"protein_coding"	295	311	47	369	384	259	336	39	417
"ENSG00000106701"	"FSD1L"	"9"	108210077	108314714	1	"protein_coding"	110	149	24	119	148	116	177	34	142
"ENSG00000106714"	"CNTNAP3"	"9"	39072764	39288312	-1	"protein_coding"	38	43	12	51	36	37	57	22	38
"ENSG00000106723"	"SPIN1"	"9"	91003334	91093609	1	"protein_coding"	868	808	90	893	1026	788	861	147	945
"ENSG00000106733"	"NMRK1"	"9"	77675489	77703133	-1	"protein_coding"	122	153	16	121	130	125	143	25	148
"ENSG00000106771"	"TMEM245"	"9"	111777432	111882225	-1	"protein_coding"	594	555	213	708	843	618	579	256	731
"ENSG00000106772"	"PRUNE2"	"9"	79226292	79521003	-1	"protein_coding"	54	48	12	75	45	60	53	17	63
